# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8181		3807		3032
1		6946		6610		3148
2		6151		8720		3179
3		5503		10448		3197
4		4981		11857		3241
5		4620		13038		3227
6		4362		14007		3203
7		4136		14861		3216
8		3990		15590		3205
9		3762		16220		3219
10		3675		16813		3238
11		3572		17387		3244
12		3410		17906		3256
13		3343		18397		3256
14		3236		18870		3257
15		3124		19279		3271
16		3078		19579		3242
17		3038		19936		3255
18		2976		20307		3232
19		2930		20622		3242
20		2898		20889		3262
21		2861		21205		3271
22		2787		21473		3262
23		2769		21740		3256
24		2715		21985		3263
25		2686		22220		3276
26		2643		22461		3271
27		2613		22702		3286
28		2582		22889		3289
29		2547		23136		3280
30		2499		23322		3286
31		2500		23492		3287
32		2472		23681		3280
33		2441		23837		3285
34		2436		23982		3265
35		2420		24132		3272
36		2375		24289		3282
37		2362		24436		3270
38		2347		24554		3272
39		2353		24646		3272
40		2332		24767		3285
41		2313		24872		3281
42		2310		24961		3287
43		2298		25073		3271
44		2299		25151		3271
45		2294		25237		3276
46		2297		25314		3266
47		2283		25402		3272
48		2265		25498		3271
49		2272		25598		3276
50		2244		25692		3294
51		2240		25773		3293
52		2237		25864		3297
53		2229		25959		3299
54		2220		26044		3297
55		2211		26143		3304
56		2196		26240		3302
57		2186		26308		3302
58		2177		26399		3296
59		2168		26481		3290
60		2163		26567		3298
61		2148		26641		3291
62		2146		26701		3290
63		2147		26791		3293
64		2150		26880		3292
65		2143		26955		3303
66		2147		27032		3292
67		2142		27088		3295
68		2125		27166		3300
69		2132		27253		3307
70		2125		27320		3305
71		2116		27373		3308
72		2127		27447		3307
73		2112		27533		3309
74		2102		27605		3305
75		2094		27677		3304
76		2091		27761		3307
77		2087		27818		3307
78		2071		27883		3301
79		2081		27959		3304
80		2054		28033		3303
81		2052		28087		3305
82		2057		28146		3305
83		2047		28215		3304
84		2052		28272		3293
85		2050		28335		3296
86		2053		28401		3304
87		2056		28469		3302
88		2042		28540		3310
89		2027		28589		3317
90		2030		28633		3305
91		2014		28698		3312
92		2012		28762		3307
93		2014		28838		3315
94		2007		28912		3308
95		1994		28978		3315
96		2004		29038		3311
97		1999		29098		3312
98		1996		29147		3311
99		1993		29198		3304
100		1984		29266		3305
101		1984		29318		3303
102		1974		29357		3304
103		1967		29403		3301
104		1963		29446		3305
105		1959		29494		3302
106		1963		29555		3301
107		1959		29587		3300
108		1953		29623		3297
109		1943		29649		3301
110		1946		29679		3296
111		1944		29706		3295
112		1950		29730		3297
113		1944		29765		3299
114		1940		29795		3293
115		1933		29841		3296
116		1935		29862		3294
117		1937		29889		3291
118		1932		29908		3293
119		1933		29938		3300
120		1923		29960		3302
121		1923		29972		3303
122		1923		29989		3304
123		1923		30004		3305
124		1921		30024		3301
125		1920		30041		3304
126		1917		30057		3306
127		1917		30070		3305
128		1919		30099		3305
129		1922		30112		3301
130		1924		30128		3305
131		1920		30147		3302
132		1922		30175		3301
133		1920		30195		3302
134		1923		30225		3302
135		1924		30262		3305
136		1928		30308		3304
137		1927		30338		3305
138		1923		30365		3303
139		1921		30391		3301
140		1918		30415		3299
141		1915		30445		3307
142		1905		30485		3303
143		1906		30508		3302
144		1901		30526		3303
145		1896		30547		3305
146		1899		30563		3307
147		1900		30581		3307
148		1892		30612		3305
149		1893		30637		3304
150		1890		30655		3301
151		1893		30680		3302
152		1893		30696		3303
153		1886		30724		3307
154		1885		30745		3307
155		1887		30769		3309
156		1886		30787		3309
157		1886		30818		3302
158		1880		30842		3304
159		1878		30867		3298
160		1874		30908		3305
161		1877		30927		3305
162		1873		30941		3306
163		1870		30954		3305
164		1870		30975		3301
165		1874		30989		3307
166		1865		31005		3303
167		1863		31021		3305
168		1860		31029		3306
169		1861		31042		3306
170		1867		31061		3307
171		1865		31086		3303
172		1867		31102		3300
173		1869		31121		3305
174		1859		31143		3302
175		1858		31168		3298
176		1851		31188		3300
177		1845		31200		3300
178		1846		31212		3303
179		1844		31235		3305
180		1852		31252		3306
181		1846		31268		3302
182		1845		31276		3305
183		1844		31288		3306
184		1845		31297		3306
185		1842		31303		3306
186		1846		31312		3304
187		1847		31323		3306
188		1848		31333		3309
189		1847		31354		3303
190		1845		31372		3307
191		1839		31386		3307
192		1842		31413		3310
193		1843		31425		3309
194		1840		31437		3309
195		1842		31464		3306
196		1840		31479		3305
197		1840		31488		3308
198		1836		31495		3306
199		1834		31515		3306
200		1834		31529		3302
201		1830		31540		3303
202		1828		31564		3302
