# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8814		4719		3003
1		8254		9435		3020
2		7841		14147		3113
3		7472		18864		3146
4		7161		23572		3204
5		6923		28284		3165
6		6671		32999		3191
7		6545		37704		3202
8		6375		42414		3207
9		6237		47118		3204
10		6172		51822		3207
11		6085		56531		3234
12		5969		61237		3231
13		5875		65938		3258
14		5774		70635		3253
15		5715		75342		3225
16		5687		80045		3249
17		5616		84749		3246
18		5477		89452		3211
19		5419		94158		3237
20		5403		98862		3215
21		5333		103566		3209
22		5239		108276		3233
23		5225		112975		3228
24		5151		117686		3232
25		5095		122389		3233
26		5102		127091		3236
27		5057		131796		3257
28		4972		136496		3245
29		4967		141193		3258
30		4924		145900		3238
31		5041		150599		3268
32		4973		155298		3247
33		4904		160002		3289
34		4851		164701		3294
35		4826		169396		3286
36		4821		174102		3293
37		4775		178808		3301
38		4750		183509		3318
39		4736		188213		3285
40		4698		192915		3284
41		4685		197616		3286
42		4631		202316		3310
43		4582		207009		3314
44		4581		211706		3301
45		4589		216395		3298
46		4611		221091		3301
47		4590		225787		3281
48		4542		230474		3303
49		4536		235171		3302
50		4516		239865		3307
51		4523		244553		3318
52		4480		249232		3303
53		4489		253929		3288
54		4446		258617		3268
55		4437		263304		3288
56		4405		267994		3273
57		4482		272685		3285
58		4434		277382		3296
59		4425		282076		3278
60		4315		286769		3284
61		4285		291464		3293
62		4291		296151		3295
63		4296		300842		3287
64		4303		305534		3289
65		4305		310216		3288
66		4317		314904		3312
67		4251		319583		3299
68		4261		324278		3298
69		4206		328971		3282
70		4242		333661		3302
71		4177		338353		3296
72		4214		343043		3288
73		4173		347725		3294
74		4185		352402		3286
75		4146		357092		3289
76		4167		361778		3301
77		4155		366472		3291
78		4148		371172		3282
79		4133		375870		3290
80		4093		380560		3316
81		4090		385241		3305
82		4091		389915		3307
83		3999		394592		3304
84		4041		399271		3301
85		4028		403956		3308
86		4031		408641		3292
87		4024		413322		3287
88		3974		417999		3284
89		4000		422687		3289
90		4025		427367		3291
91		3984		432046		3302
92		3993		436733		3300
93		3994		441409		3304
94		3966		446086		3298
95		3978		450765		3296
96		3989		455441		3300
97		3990		460128		3309
98		4006		464804		3317
99		4022		469486		3333
100		3993		474173		3341
101		3988		478861		3321
102		4000		483545		3320
103		4016		488220		3332
104		4020		492904		3319
105		4045		497587		3292
106		4008		502270		3293
107		4029		506951		3313
108		4051		511631		3306
109		3993		516316		3324
110		3965		520997		3330
111		3994		525680		3329
112		3955		530348		3316
113		3953		535026		3331
114		3957		539710		3327
115		3905		544387		3350
116		3939		549077		3325
117		3911		553755		3331
118		3927		558436		3325
119		3912		563111		3329
120		3898		567777		3307
121		3866		572456		3310
122		3856		577126		3323
123		3844		581802		3331
124		3848		586475		3329
125		3845		591149		3340
126		3764		595814		3323
127		3785		600493		3319
128		3823		605159		3335
129		3811		609831		3333
130		3806		614505		3324
131		3780		619171		3316
132		3751		623842		3313
133		3767		628510		3309
134		3750		633184		3314
135		3779		637859		3306
136		3808		642526		3311
137		3747		647189		3314
138		3747		651848		3319
139		3759		656516		3318
140		3753		661182		3298
141		3715		665848		3315
142		3733		670504		3320
143		3707		675153		3320
144		3697		679809		3322
145		3715		684461		3318
146		3710		689125		3333
